relative_path,absolute_path,extension,size_bytes,modified_time,category
plots\accurate_assets\39_roadmap_ladder.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\39_roadmap_ladder.png,.png,77344,2026-04-07T22:03:38,plot_or_image
plots\accurate_assets\40_evaluation_maturity.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\40_evaluation_maturity.png,.png,93703,2026-04-07T22:03:38,plot_or_image
plots\accurate_assets\41_workspace_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\41_workspace_architecture.png,.png,91157,2026-04-07T22:03:39,plot_or_image
plots\accurate_assets\42_data_pipeline_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\42_data_pipeline_architecture.png,.png,71536,2026-04-07T22:03:39,plot_or_image
plots\accurate_assets\43_raise_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\43_raise_architecture.png,.png,88019,2026-04-07T22:03:39,plot_or_image
plots\accurate_assets\44_model_hub_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\44_model_hub_architecture.png,.png,82302,2026-04-07T22:03:40,plot_or_image
plots\accurate_assets\45_retrieval_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\45_retrieval_architecture.png,.png,73271,2026-04-07T22:03:40,plot_or_image
plots\accurate_assets\46_constrained_decoding_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\46_constrained_decoding_architecture.png,.png,89654,2026-04-07T22:03:40,plot_or_image
plots\accurate_assets\47_verifier_correction_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\47_verifier_correction_architecture.png,.png,84862,2026-04-07T22:03:41,plot_or_image
plots\accurate_assets\48_mrc_reader_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\48_mrc_reader_architecture.png,.png,82744,2026-04-07T22:03:41,plot_or_image
plots\accurate_assets\49_hard_negative_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\49_hard_negative_architecture.png,.png,79027,2026-04-07T22:03:41,plot_or_image
plots\accurate_assets\50_distillation_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\50_distillation_architecture.png,.png,79506,2026-04-07T22:03:42,plot_or_image
plots\accurate_assets\51_nominal_proto_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\51_nominal_proto_architecture.png,.png,85530,2026-04-07T22:03:42,plot_or_image
plots\accurate_assets\52_ensemble_leaderboard_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\52_ensemble_leaderboard_architecture.png,.png,80860,2026-04-07T22:03:42,plot_or_image
plots\accurate_assets\53_evaluation_protocol_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\53_evaluation_protocol_architecture.png,.png,85167,2026-04-07T22:03:42,plot_or_image
plots\accurate_assets\54_documentation_generation_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\54_documentation_generation_architecture.png,.png,89785,2026-04-07T22:03:43,plot_or_image
plots\accurate_assets\55_streamlit_app_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\55_streamlit_app_architecture.png,.png,81345,2026-04-07T22:03:43,plot_or_image
plots\accurate_assets\56_cli_architecture.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\accurate_assets\56_cli_architecture.png,.png,68662,2026-04-07T22:03:43,plot_or_image
results\visual_assets\all_model_confidence.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\visual_assets\all_model_confidence.png,.png,41316,2026-04-07T21:24:42,plot_or_image
results\visual_assets\baseline_metrics.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\visual_assets\baseline_metrics.png,.png,36803,2026-04-07T21:24:41,plot_or_image
results\visual_assets\benchmark_tracks.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\visual_assets\benchmark_tracks.png,.png,57010,2026-04-07T21:24:41,plot_or_image
results\visual_assets\challenge_vs_test.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\visual_assets\challenge_vs_test.png,.png,57927,2026-04-07T21:24:41,plot_or_image
results\visual_assets\dataset_coverage.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\visual_assets\dataset_coverage.png,.png,53827,2026-04-07T21:24:41,plot_or_image
results\visual_assets\innovation_readiness.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\visual_assets\innovation_readiness.png,.png,50985,2026-04-07T21:24:42,plot_or_image
results\visual_assets\latency_tradeoff.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\visual_assets\latency_tradeoff.png,.png,45839,2026-04-07T21:24:41,plot_or_image
results\visual_assets\risk_heatmap.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\visual_assets\risk_heatmap.png,.png,55395,2026-04-07T21:24:42,plot_or_image
results\visual_assets\roadmap_ladder.png,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\visual_assets\roadmap_ladder.png,.png,58921,2026-04-07T21:24:42,plot_or_image
RAISE_SRLQA_HUGE_VISUAL_DECK.pptx,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\RAISE_SRLQA_HUGE_VISUAL_DECK.pptx,.pptx,3471828,2026-04-07T21:24:43,presentation
RAISE_SRLQA_PLOTS_FULL_PRESENTATION.pptx,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\RAISE_SRLQA_PLOTS_FULL_PRESENTATION.pptx,.pptx,5419986,2026-04-07T21:48:27,presentation
plots\RAISE_SRLQA_ACCURATE_EXPANDED_PRESENTATION.pptx,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\RAISE_SRLQA_ACCURATE_EXPANDED_PRESENTATION.pptx,.pptx,8626213,2026-04-07T22:03:45,presentation
output_temp_model_demo.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output_temp_model_demo.json,.json,23792,2026-04-07T21:54:47,result_or_config
plots\EXACT_VALUES.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\plots\EXACT_VALUES.json,.json,45497,2026-04-07T22:03:43,result_or_config
results\eval_manifest.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\results\eval_manifest.json,.json,994,2026-04-07T18:53:35,result_or_config
retrieval\frame_store.json,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\retrieval\frame_store.json,.json,4196456,2026-04-07T18:54:34,result_or_config
app.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\app.py,.py,151,2026-04-07T19:15:40,script
main.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\main.py,.py,141,2026-04-07T18:46:59,script
output\code\data_loading.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\data_loading.py,.py,218,2026-04-07T22:25:28,script
output\code\eda.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\eda.py,.py,49,2026-04-07T22:25:28,script
output\code\evaluation_pipeline.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\evaluation_pipeline.py,.py,230,2026-04-07T22:25:28,script
output\code\full_analysis_pipeline.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\full_analysis_pipeline.py,.py,62040,2026-04-07T22:25:17,script
output\code\metric_computation.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\metric_computation.py,.py,193,2026-04-07T22:25:28,script
output\code\visualization.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\output\code\visualization.py,.py,49,2026-04-07T22:25:28,script
raise_streamlit_app.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\raise_streamlit_app.py,.py,6524,2026-04-07T19:15:36,script
run_all_models.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\run_all_models.py,.py,3937,2026-04-07T19:39:43,script
scripts\build_frame_index.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\build_frame_index.py,.py,107,2026-04-07T18:53:35,script
scripts\build_full_visuals_ppt.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\build_full_visuals_ppt.py,.py,38748,2026-04-07T21:20:42,script
scripts\build_plots_folder_ppt.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\build_plots_folder_ppt.py,.py,18098,2026-04-07T21:28:19,script
scripts\build_srlqa_huge_visual_deck.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\build_srlqa_huge_visual_deck.py,.py,16447,2026-04-07T21:23:38,script
scripts\download_assets.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\download_assets.py,.py,121,2026-04-07T18:53:35,script
scripts\generate_accurate_plots_docs_ppt.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\scripts\generate_accurate_plots_docs_ppt.py,.py,70846,2026-04-07T21:59:42,script
srlqa\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\__init__.py,.py,177,2026-04-07T19:03:10,script
srlqa\config.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\config.py,.py,4478,2026-04-07T18:56:32,script
srlqa\data\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\data\__init__.py,.py,53,2026-04-07T18:48:00,script
srlqa\data\convert_to_mrc.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\data\convert_to_mrc.py,.py,7222,2026-04-07T18:48:00,script
srlqa\data\dataset_library.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\data\dataset_library.py,.py,3798,2026-04-07T18:56:32,script
srlqa\decoding\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\decoding\__init__.py,.py,180,2026-04-07T18:50:20,script
srlqa\decoding\constrained_decoder.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\decoding\constrained_decoder.py,.py,2196,2026-04-07T18:50:20,script
srlqa\decoding\role_priors.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\decoding\role_priors.py,.py,517,2026-04-07T18:50:20,script
srlqa\decoding\span_rules.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\decoding\span_rules.py,.py,2508,2026-04-07T18:50:20,script
srlqa\distillation\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\distillation\__init__.py,.py,47,2026-04-07T18:51:16,script
srlqa\distillation\filter_teacher_labels.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\distillation\filter_teacher_labels.py,.py,1030,2026-04-07T18:51:16,script
srlqa\distillation\teacher_runner.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\distillation\teacher_runner.py,.py,932,2026-04-07T18:51:16,script
srlqa\distillation\train_student.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\distillation\train_student.py,.py,397,2026-04-07T18:51:16,script
srlqa\ensemble\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\ensemble\__init__.py,.py,27,2026-04-07T18:52:05,script
srlqa\ensemble\calibrated_confidence.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\ensemble\calibrated_confidence.py,.py,373,2026-04-07T18:52:05,script
srlqa\ensemble\weighted_voter.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\ensemble\weighted_voter.py,.py,1218,2026-04-07T18:52:05,script
srlqa\evaluation\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\evaluation\__init__.py,.py,114,2026-04-07T18:52:05,script
srlqa\evaluation\calibration.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\evaluation\calibration.py,.py,1225,2026-04-07T18:52:05,script
srlqa\evaluation\offline_eval.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\evaluation\offline_eval.py,.py,1777,2026-04-07T18:52:05,script
srlqa\evaluation\span_metrics.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\evaluation\span_metrics.py,.py,2219,2026-04-07T18:52:05,script
srlqa\main.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\main.py,.py,8388,2026-04-07T19:11:50,script
srlqa\model_hub.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\model_hub.py,.py,6723,2026-04-07T19:14:24,script
srlqa\models\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\models\__init__.py,.py,93,2026-04-07T18:49:17,script
srlqa\models\mrc_srl_qa.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\models\mrc_srl_qa.py,.py,5257,2026-04-07T18:49:17,script
srlqa\nominal\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\nominal\__init__.py,.py,41,2026-04-07T18:51:16,script
srlqa\nominal\nominal_detector.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\nominal\nominal_detector.py,.py,543,2026-04-07T18:51:16,script
srlqa\nominal\nominal_eval.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\nominal\nominal_eval.py,.py,615,2026-04-07T18:51:16,script
srlqa\nominal\qa_noun_templates.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\nominal\qa_noun_templates.py,.py,540,2026-04-07T18:51:16,script
srlqa\pipeline.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\pipeline.py,.py,17007,2026-04-07T19:09:37,script
srlqa\proto_roles\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\proto_roles\__init__.py,.py,38,2026-04-07T18:51:16,script
srlqa\proto_roles\minimal_pair_suite.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\proto_roles\minimal_pair_suite.py,.py,433,2026-04-07T18:51:16,script
srlqa\proto_roles\proto_role_aux_loss.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\proto_roles\proto_role_aux_loss.py,.py,297,2026-04-07T18:51:16,script
srlqa\proto_roles\proto_role_features.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\proto_roles\proto_role_features.py,.py,639,2026-04-07T18:51:16,script
srlqa\reports\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\reports\__init__.py,.py,26,2026-04-07T18:52:05,script
srlqa\reports\leaderboard.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\reports\leaderboard.py,.py,1077,2026-04-07T18:52:05,script
srlqa\retrieval\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\retrieval\__init__.py,.py,188,2026-04-07T18:50:20,script
srlqa\retrieval\build_frame_index.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\retrieval\build_frame_index.py,.py,462,2026-04-07T18:50:20,script
srlqa\retrieval\frame_retriever.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\retrieval\frame_retriever.py,.py,1951,2026-04-07T18:50:20,script
srlqa\retrieval\propbank_index.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\retrieval\propbank_index.py,.py,4018,2026-04-07T18:50:20,script
srlqa\training\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\training\__init__.py,.py,25,2026-04-07T18:49:17,script
srlqa\training\collators.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\training\collators.py,.py,3744,2026-04-07T18:49:17,script
srlqa\training\hard_negative_mining.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\training\hard_negative_mining.py,.py,1875,2026-04-07T18:49:17,script
srlqa\training\losses.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\training\losses.py,.py,1347,2026-04-07T18:49:17,script
srlqa\training\ranking_loss.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\training\ranking_loss.py,.py,689,2026-04-07T18:49:17,script
srlqa\training\train_mrc_srl.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\training\train_mrc_srl.py,.py,2009,2026-04-07T18:49:17,script
srlqa\verification\__init__.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\verification\__init__.py,.py,183,2026-04-07T18:51:16,script
srlqa\verification\self_correction.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\verification\self_correction.py,.py,1053,2026-04-07T18:51:16,script
srlqa\verification\span_verifier.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\verification\span_verifier.py,.py,2231,2026-04-07T18:51:16,script
srlqa\verification\verifier_training_data.py,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srlqa\srlqa\verification\verifier_training_data.py,.py,1022,2026-04-07T18:51:16,script
